Id,SalePrice
1461,101942.24563575911
1462,154760.28411468447
1463,177511.6492551116
1464,187480.81674621985
1465,199152.87063249658
1466,180130.45457171145
1467,162704.7034658442
1468,172850.62276213113
1469,205618.83748799015
1470,108903.45235645704
1471,176172.32437508056
1472,97319.99398659378
1473,94671.29540815996
1474,144087.07711228525
1475,116802.70412395919
1476,375670.51297436206
1477,266178.4902045686
1478,339520.81245060096
1479,329030.9219231974
1480,511662.27869741985
1481,317280.4950056117
1482,233531.5676425337
1483,196471.83831251637
1484,170294.2866866868
1485,191345.25954291856
1486,213003.9218436576
1487,336685.93216141214
1488,262272.79061416246
1489,193012.69554075773
1490,213893.88810325065
1491,199545.646582973
1492,98434.1220517023
1493,189584.8016132276
1494,300474.2137170237
1495,291041.34841446654
1496,216680.3681602937
1497,187359.98984550886
1498,161345.98363729377
1499,157521.7046178996
1500,150805.62918663144
1501,174690.68435312458
1502,149015.00609003167
1503,276306.061856883
1504,231667.3675634827
1505,217511.42080340418
1506,186635.1045456914
1507,234277.06206403192
1508,195867.3771184398
1509,159631.336955762
1510,138585.26234984037
1511,140348.63301575062
1512,158441.1218591617
1513,148052.9021612993
1514,160424.47290344676
1515,200039.80453583895
1516,155893.03721016156
1517,162580.6557318662
1518,148125.211269587
1519,209278.05791820295
1520,122673.69817284733
1521,128507.24198005145
1522,177388.02721761604
1523,114614.99875157276
1524,109602.785959311
1525,113755.38186623338
1526,117676.14596531774
1527,108940.01665907954
1528,138364.72212371038
1529,129258.47967295574
1530,171912.5000582363
1531,120279.63655962041
1532,91072.4575575221
1533,128708.8788743079
1534,121833.08815328254
1535,153291.24420706189
1536,109650.0416072209
1537,84268.105569414
1538,159860.84578034902
1539,169208.10717292587
1540,113707.00758331775
1541,137268.84515615465
1542,127976.2124848098
1543,204461.23537666572
1544,82574.55896155437
1545,104134.25710603398
1546,121560.58139301847
1547,128735.14927427538
1548,116075.58368954307
1549,104239.18146656446
1550,119912.21690434273
1551,112919.65634226023
1552,126229.53547731054
1553,140336.587312905
1554,112618.31575189752
1555,173247.93870332066
1556,116116.10634011301
1557,119485.28280527658
1558,106012.05955251692
1559,93798.31115864508
1560,120284.22495114342
1561,141255.0136936014
1562,124823.3012938348
1563,108705.2633210299
1564,164735.8876005575
1565,150980.1831290812
1566,232792.77458853732
1567,93692.45853197438
1568,220080.20390070713
1569,126737.12017235419
1570,141453.85264714068
1571,130504.2997198673
1572,134266.6269326243
1573,248880.56296300777
1574,136778.67984144358
1575,221455.02830461905
1576,218132.53675040568
1577,190977.00262556452
1578,144429.74538134786
1579,141196.15713009838
1580,198375.87961217895
1581,145186.66903454313
1582,120038.76269541236
1583,300333.2619535813
1584,230721.93177603956
1585,133099.30393963918
1586,81596.34880561446
1587,103972.11066356146
1588,133821.25277108667
1589,107637.97350612712
1590,135159.76458446938
1591,97260.61269977561
1592,125315.78966473929
1593,119985.42785322889
1594,108956.01740160323
1595,130518.9866608999
1596,233260.18255585164
1597,181681.59965952963
1598,200546.85252916047
1599,158103.20484493865
1600,165710.29157759115
1601,61788.18461725883
1602,110952.0842850613
1603,78465.05381902642
1604,220670.13990737213
1605,246881.1229583385
1606,163709.40738446705
1607,191194.36161792715
1608,227392.87088952557
1609,193642.13891861172
1610,151083.6364457348
1611,150202.36585173808
1612,179350.437085988
1613,167550.7232021557
1614,102960.52140126852
1615,80916.2824457621
1616,82563.5348044628
1617,87152.75907344451
1618,116410.59648317355
1619,131936.27877355277
1620,164870.0307794045
1621,142644.75163861839
1622,130819.80967025222
1623,256350.2434162239
1624,203160.23048194745
1625,118269.51009282838
1626,170351.82847915095
1627,184586.34212638857
1628,278658.58861255215
1629,181718.4438815952
1630,328726.06097768707
1631,211577.62287687772
1632,241999.361971113
1633,174276.34743294577
1634,183953.17553870686
1635,180352.88259748116
1636,173225.30475295082
1637,182028.9921354848
1638,218425.63606555693
1639,188482.68358670597
1640,251571.61483442245
1641,187993.00473667355
1642,227859.59550454264
1643,236130.2827059087
1644,233792.7332727091
1645,186511.84331392206
1646,152802.90876764368
1647,168359.86390230962
1648,133489.84689157185
1649,126051.01514371883
1650,106349.86949559966
1651,116591.585022552
1652,97868.00572945105
1653,97126.58148113177
1654,144389.46236050973
1655,139104.91654512152
1656,142866.9362874353
1657,145479.87852665206
1658,144662.91881629667
1659,112913.41057758604
1660,146625.08627287735
1661,449766.26103758346
1662,374191.637892861
1663,381424.92125177867
1664,514037.3036217057
1665,343530.8390565083
1666,327950.75663878385
1667,364701.7497486463
1668,340767.75417036196
1669,309198.5454976053
1670,354197.7949268735
1671,265047.2176858943
1672,436604.0826118241
1673,291412.9589403122
1674,277159.555732605
1675,202607.250658278
1676,192583.18370690622
1677,224485.75575537843
1678,478107.529067459
1679,374844.5413490135
1680,331967.19835137
1681,286228.2011418032
1682,304976.7193438956
1683,206905.00004173192
1684,201684.9852708725
1685,187714.46932851695
1686,183760.6526569765
1687,186535.590678143
1688,210809.24551300707
1689,209573.24974513374
1690,200385.11488399585
1691,189679.56561902878
1692,269182.08097379666
1693,178380.78008270753
1694,176009.68082430927
1695,173640.04075653385
1696,271160.8671038114
1697,168299.14285399043
1698,337892.81500008045
1699,332204.0911008909
1700,241392.68815446473
1701,274665.09559690754
1702,266079.50805309485
1703,272104.3227199365
1704,276294.9948267499
1705,242531.68346213127
1706,425677.46979605535
1707,215157.0071209532
1708,205687.9720328351
1709,281555.3293275035
1710,231910.0814881522
1711,259178.16400242702
1712,271955.4111105632
1713,263135.6298233836
1714,215063.05075375905
1715,197906.3090812838
1716,190989.47892865422
1717,180661.0217938446
1718,151956.3823856854
1719,202546.97457083233
1720,236360.54049508416
1721,185938.55680817025
1722,145577.9316649659
1723,155046.062259079
1724,211535.85933730888
1725,224898.89383994514
1726,175032.87820523858
1727,169295.83418938034
1728,181792.54482683918
1729,153097.51888542564
1730,158580.460650466
1731,121225.54482758154
1732,112664.50773642818
1733,107856.63785453298
